Arttırılabilir Azami Bellek,Bağlantılar,Bağlantılar (İkincil),Beden,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Yenileme Hızı,Ekran Özelliği,Garanti Süresi,Garanti Tipi,Görüntü Kalitesi,HDMI,Hard Disk Kapasitesi,Kapasite,Klavye,Kullanım Amacı,Maksimum İşlemci Hızı (GHz),Okula Dönüş,Optik Sürücü Tipi,Panel Tipi,Power Supply,Ram (Sistem Belleği),Ram (Sistem Belleği) Tipi,Renk,SSD Kapasitesi,SSD Teknolojisi,Soket Tipi,Temel İşlemci Hızı (GHz),Çözünürlük,Çözünürlük Standartı,İşlemci Frekansı,İşlemci Modeli,İşlemci Nesli,İşlemci Tipi,İşlemci Çekirdek Sayısı,İşletim Sistemi,Şarjlı Kullanım Süresi,url,price
,VGA,,,,,"20"" / 51 Ekran",Intel Iris Pro Graphics,DDR3,Paylaşımlı,Paylaşımlı,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,256 GB,Numerik Tuşlu,Oyun,,,Yok,TN,250 - 350 W,16 GB,,,256 GB,,LGA 1155,3.1,1920 x 1080,HD Ready (HD),3.00 GHz üstü,2400,Belirtilmemiş,Intel Core i5,4,Windows,,https://www.trendyol.com//dmc/n98x-i5-2400-4-cekirdekli-16gb-ram-256gb-ssd-20-monitor-masaustu-ofis-bilgisayari-p-335394104?boutiqueId=626264&merchantId=172251,5.999 TL
32 GB,,,,4 kg ve Üstü,Yok,,AMD Radeon R5 230,DDR3,2 GB,Harici,,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,Yok,Yok,Ofis - İş,,,Yok,,350 - 500 W,16 GB,DDR4,Siyah,512 GB,,,,,,2.50 GHz - 3.00 GHz,10400F,10. Nesil,Intel Core i5,6,Free Dos,,https://www.trendyol.com//biggamex/sk04-i5-10400f-16gb-ram-512gb-ssd-r5-230-2gb-masaustu-ofis-bilgisayari-p-741800393?boutiqueId=61&merchantId=192618&advertItems=eyJhZHZlcnRJZCI6IjUyMTMzOTFlLTFmZjgtNGFkZi1iZjg4LWY5YWEwYzY4NTA5ZiIsInNvcnRpbmdTY29yZSI6MC4wMzkxNjYyNTcyMzI0Mjc2LCJhZFNjb3JlIjowLjAzMzU5MDI3MjA2ODk3NzM1NiwiYWRTY29yZXMiOnsiMSI6MC4wMzM1OTAyNzIwNjg5NzczNTYsIjIiOjAuMDMzNTkwMjcyMDY4OTc3MzU2fSwiY3BjIjoxLjE2NjAwMDAwMDAwMDAwMDEsIm1pbkNwYyI6MC4wMSwiZUNwYyI6MS4xNjYwMDAwMDAwMDAwMDAxLCJhZHZlcnRTbG90IjoxODUsIm9yZGVyIjoxOSwic2VhcmNoVGVybSI6ImJpbGdpc2F5YXIiLCJhdHRyaWJ1dGVzIjoiIn0=,10.649 TL
64 GB,,,,4 kg ve Üstü,,"24"" / 61 Ekran",AMD Radeon RX 580,GDDR5,8 GB,Harici,,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,512 GB,RGB,Oyun,,,Yok,TN,500 W ve üstü,32 GB,DDR4,,512 GB,,AM4,3.6,1920 x 1080,Full HD (FHD),3.00 GHz üstü,3600,3. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//biggamex/sx51-ryzen-5-3600-32gb-512gb-ssd-rx580-8gb-256bit-23-8-165hz-oyuncu-masaustu-bilgisayar-p-745132640?boutiqueId=61&merchantId=192618,17.999 TL
,Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4050,GDDR6,6 GB,Harici,144 Hz,,2 Yıl,Asus Türkiye Garantili,,,500 GB,,Q Türkçe (RGB Aydınlatmalı),Oyun,4.7,,,IPS,,8 GB,DDR5,Gri,512 GB,,,Belirtilmemiş,1920 x 1080,Full HD (FHD),,7735HS,7. Nesil,AMD Ryzen 7,16,Windows,4-6 Saat,https://www.trendyol.com//asus/tuf-gaming-a15-fa507nu-lp030w-7-nesil-ryzen-7-7735hs-rtx4050-6gb-8gb-512gb-ssd-15-6inc-w11-p-730711580?boutiqueId=61&merchantId=624588,34.999 TL
,USB,,,2 kg ve Altı,Yok,"15,6 inç",Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,256 GB,,Q Türkçe,Ofis - İş,,,,,,8 GB,DDR4,Gri,256 GB,,,,1920 x 1080,HD Ready (HD),,1215U,12. Nesil,Intel Core i3,6,Windows,,https://www.trendyol.com//lenovo/ideapad-3-12-nesil-core-i3-1215u-8gb-256gb-ssd-15-6inc-w11-p-779208587?boutiqueId=61&merchantId=844233,11.547 TL
,HDMI - USB,,,2 kg ve Altı,Yok,14 inç,Intel HD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Dell Türkiye Garantili,,,1 TB,,Q Türkçe (Aydınlatmalı),Ev - Okul,,,,,,4 GB,DDR4,Siyah,SSD Yok,,,,1366 x 768,HD Ready (HD),,1115G4,11. Nesil,Intel Core i3,2,Free Dos,,https://www.trendyol.com//dell/vostro-3400-intel-core-i3-1115g4-4gb-1tb-hdd-ubuntu-14-hd-tasinabilir-bilgisayar-p-748043848?boutiqueId=61&merchantId=727717,8.699 TL
,,,,2 kg ve Altı,Yok,14 inç,Paylaşımlı,DDR,Paylaşımlı,Dahili,Yok,,,Resmi Distribütör Garantili,,,1 TB,1 TB,Q Türkçe,Ev - Okul,,,Yok,,,4 GB,DDR4,Gri,Yok,,,1.1,1920 x 1080,Full HD (FHD),,N4020,Yok,Intel Celeron,2,Free Dos,,https://www.trendyol.com//lenovo/v14-igl-intel-celeron-n4020-4gb-1tb-hdd-freedos-14-fhd-tasinabilir-bilgisayar-82c2001ltx-p-83775445?boutiqueId=626264&merchantId=409439,9.489 TL
,HDMI,,,2 kg ve Altı,Yok,"15,6 inç",AMD Radeon Graphics,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,ACER Türkiye Garantili,,,HDD Yok,4 GB,Q Türkçe,Ofis - İş,4.1,,Yok,,,4 GB,LPDDR5,Gri,256 GB,,,2.4,1920 x 1080,Full HD (FHD),,7320U,3. Nesil,AMD Ryzen 3,4,Free Dos,,https://www.trendyol.com//acer/aspire-3-a315-24-amd-ryzen-r3-7320u-4gb-256gb-ssd-freedos-15-6-tasinabilir-bilgisayar-p-650334494?boutiqueId=61&merchantId=161002,8.199 TL
,,,,2 - 4 kg,Yok,18 inç,Nvidia GeForce RTX 4080,GDDR6,12 GB,Harici,240 Hz,,2 Yıl,Asus Türkiye Garantili,,,HDD Yok,,RGB Türkçe,Oyun,,,,,,32 GB,DDR5,Gri,1 TB,,,,2560 x 1600,QHD+,,13980HX,13. Nesil,Intel Core i9,24,Free Dos,,https://www.trendyol.com//asus/rog-strix-g18-g814jz-n6024-i9-13980hx-32-gb-1-tb-ssd-rtx4080-240-hz-dos-18-qhd-p-650642621?boutiqueId=61&merchantId=106740,90.599 TL
64 GB,HDMI,,,2 - 4 kg,,25 + inç,Nvidia GeForce RTX3060,GDDR6,12 GB,Harici,165 Hz,,2 Yıl,Zeiron Türkiye Garantili,,Var,HDD Yok,Yok,RGB,Oyun,,,Yok,VA,500 W ve üstü,32 GB,DDR4,,512 GB,Gen 3,LGA 1700,2.1,1920 x 1080,Full HD (FHD),2.00 GHz - 2.40 GHz,12700K,12. Nesil,Intel Core i7,12,Windows,,https://www.trendyol.com//zeiron/xgen12-i7-12700f-32gb-ram-512gb-m-2-ssd-12gb-rtx3060-27-165hz-curved-oyuncu-bilgisayari-p-358175240?boutiqueId=61&merchantId=127037&advertItems=eyJhZHZlcnRJZCI6Ijk1ZWRiM2JmLTVkOTQtNGRmMy05NWNmLTYwZTc3OWRjMDZiZSIsInNvcnRpbmdTY29yZSI6MC4wMzg3NjQzODA4MTI2NDQ5NjYsImFkU2NvcmUiOjAuMDQ0MDUwNDMyNzQxNjQyLCJhZFNjb3JlcyI6eyIxIjowLjA0NDA1MDQzMjc0MTY0MiwiMiI6MC4wNDQwNTA0MzI3NDE2NDJ9LCJjcGMiOjAuODgwMDAwMDAwMDAwMDAwMSwibWluQ3BjIjowLCJlQ3BjIjowLjg4MDAwMDAwMDAwMDAwMDEsImFkdmVydFNsb3QiOjE4Nywib3JkZXIiOjMsInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,43.999 TL
,USB - Bluetooth - HDMI,,,2 - 4 kg,Yok,"15,6 inç",Intel UHD Graphics,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Ev - Okul,,,,,,4 GB,DDR4,Beyaz,128 GB,,,,1920 x 1080,Full HD (FHD),,N305,3. Nesil,Intel Core i3,8,Windows,,https://www.trendyol.com//acer/a315-510-i3-n305-4gb-128gb-ssd-15-6-fhd-windows-11-home-tasinabilir-bilgisayar-nx-kdhey-002-p-758353789?boutiqueId=626264&merchantId=125175,8.499 TL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//msi/mag-super-gaming-sistem-amd-ryzen-5-5600-nvidia-rtx-3070-16gb-ddr4-3600mhz-ram-512gb-m-2-ssd-p-737002785?boutiqueId=61&merchantId=799202,25.999 TL
64 GB,Wi-Fi,,,4 kg ve Üstü,,,Nvidia GeForce RTX3060,GDDR6,12 GB,,,,,İthalatçı Garantili,,Var,,1 TB,Q İngilizce,Oyun,,,Yok,,500 W ve üstü,16 GB,DDR4,Siyah,256 GB,,,3.8,,,3.00 GHz üstü,5700G,,AMD Ryzen 7,8,Windows,6 Saat ve Üstü,https://www.trendyol.com//asus/rog-r7-5700g-rtx3060-16gb-ram-1tb-hdd-256gb-ssd-win10-masaustu-oyun-bilgisayari-g10dk-wb764-p-248604061?boutiqueId=61&merchantId=119205,31.500 TL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//zeiron/rx90-pro-i5-3470-16gb-256gb-1tb-gtx1650-23-8-165hz-curved-oyuncu-masaustu-bilgisayari-p-345076220?boutiqueId=61&merchantId=127037&advertItems=eyJhZHZlcnRJZCI6IjYxZGZmZTVkLTBmZTAtNGNhNy1hYmRmLTBiNjJmMTEyNDU0YSIsInNvcnRpbmdTY29yZSI6MC4wMzg1ODgyNjQxMTg4ODAwMzUsImFkU2NvcmUiOjAuMDIzMzg2ODI2NzM4NzE1MTcyLCJhZFNjb3JlcyI6eyIxIjowLjAyMzM4NjgyNjczODcxNTE3MiwiMiI6MC4wMjMzODY4MjY3Mzg3MTUxNzJ9LCJjcGMiOjEuNjUwMDAwMDAwMDAwMDAwMSwibWluQ3BjIjowLCJlQ3BjIjoxLjY1MDAwMDAwMDAwMDAwMDEsImFkdmVydFNsb3QiOjE4OCwib3JkZXIiOjcsInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,15.199 TL
8 GB,VGA,,,2 - 4 kg,Yok,"19"" / 48 Ekran",Intel HD Graphics,DDR3,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,,500 GB,Q Türkçe,Ev - Okul,,Evde Eğitim,Yok,TN,250 - 350 W,8 GB,DDR3,Siyah,SSD Yok,,,3.2,1366 x 768,HD Ready (HD),3.00 GHz üstü,İ5-650,1. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//zeiron/m101-intel-core-i5-650-3-20ghz-8gb-ram-256gb-ssd-18-5-masaustu-bilgisayar-p-104562819?boutiqueId=61&merchantId=127037,6.279 TL
12 GB,Bluetooth,,,2 kg ve Altı,Yok,"15,6 inç",Intel Iris Graphics,DDR4,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,Yok,Q Türkçe,Ofis - İş,4.7,,Yok,TN,,8 GB,DDR4,Gri,512 GB,,,2.8,1920 x 1080,Full HD (FHD),,1165G7,11. Nesil,Intel Core i7,4,Free Dos,4-6 Saat,https://www.trendyol.com//lenovo/ideapad-3-15itl6-intel-core-i7-1165g7-8gb-512gb-ssd-freedos-15-6-fhd-82h802f7tx-p-320139493?boutiqueId=61&merchantId=531617,18.999 TL
32 GB,Bluetooth,,,2 - 4 kg,Yok,16 inç,Nvidia GeForce RTX 3070Ti,GDDR6,8 GB,Harici,165 Hz,,2 Yıl,Lenovo Türkiye Garantili,,,HDD Yok,,Q İngilizce,Oyun,4.7,,,IPS,,16 GB,DDR5,Gri,512 GB,,,3.2,2560 x 1600,WQXGA,,6800H,6. Nesil,AMD Ryzen 7,8,Windows,,https://www.trendyol.com//lenovo/legion-5-pro-16arh7h-r7-6800h-16-wqxga-16gb-512gb-rtx-3070ti-q-us-klavye-w11h-1yil-garanti-p-698133094?boutiqueId=61&merchantId=112804,43.800 TL
64 GB,HDMI,,,,,25 + inç,AMD Radeon RX 580,DDR5,8 GB,Harici,75 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,500 GB,500 GB,Numerik Tuşlu Aydınlatmalı,Oyun,,,Yok,IPS,500 W ve üstü,32 GB,DDR4,,256 GB,,,3.6,1920 x 1080,Full HD (FHD),,Ryzen 5 4500,Belirtilmemiş,AMD Ryzen 5,6,Windows,,https://www.trendyol.com//dmc/n188x-pubg-gta-5-amd-ryzen-5-4500-32gb-256gb-ssd-500gb-hdd-8gb-rx580-27-oyuncu-bilgisayari-p-456897144?boutiqueId=61&merchantId=172251&advertItems=eyJhZHZlcnRJZCI6IjlkOTU1MzUzLWIxNTctNDAxYS1hMjQ2LWU3YWI5MDM4Nzk3NyIsInNvcnRpbmdTY29yZSI6MC4wMzgzNDEzODk5Njg5OTEyOCwiYWRTY29yZSI6MC4wMzQ4MDc1Nzc3MjkyMjUxNiwiYWRTY29yZXMiOnsiMSI6MC4wMzQ4MDc1Nzc3MjkyMjUxNiwiMiI6MC4wMzQ4MDc1Nzc3MjkyMjUxNn0sImNwYyI6MS4xLCJtaW5DcGMiOjAsImVDcGMiOjEuMSwiYWR2ZXJ0U2xvdCI6MTg5LCJvcmRlciI6MTEsInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,17.499 TL
16 GB,,,Tek Ebat,2 - 4 kg,,,Intel HD Graphics,Dahili,,,,,2 Yıl,Resmi Distribütör Garantili,,,,320 GB,,Oyun,,,Yok,,250 - 350 W,16 GB,,,SSD Yok,,,3.2,,,3.00 GHz üstü,İ5-3470,,Intel Core i5,,Windows,,https://www.trendyol.com//gamepage/mx40-i5-3470-16gb-ram-320gb-hdd-masaustu-oyuncu-bilgisayar-p-354801585?boutiqueId=61&merchantId=553113,3.799 TL
,,,,,,25 + inç,Nvidia GeForce RTX 4060Ti,GDDR6,,Harici,,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,512 GB,,Oyun,,,Yok,,,16 GB,,,512 GB,,,,1920 x 1080,,,Ryzen 5 5600,5. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//dragos/drx4438-ryzen-5-5600-16gb-512gb-m-2-nvme-8gb-rtx4060ti-27-inc-165hz-curved-oyuncu-bilgisayari-p-743087013?boutiqueId=61&merchantId=107513,"33.387,90 TL"
,USB - Bluetooth - HDMI,,,2 - 4 kg,Var,16 inç,Intel XE Graphics,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,,,Yok,,,16 GB,DDR4,Gri,1 TB,,,,2560 x 1664,Dokunmatik,,13900H,13. Nesil,Intel Core i9,Belirtilmemiş,Windows,,https://www.trendyol.com//huawei/matebook-16s-i9-13900h-16-gb-1-tb-ssd-16-w11-dizustu-bilgisayar-p-779075650?boutiqueId=61&merchantId=195067,42.999 TL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//hp/omen-6-wf0033nt-i5-13500hx-16gb-512gb-ssd-8gb-geforce-rtx-4060-16-1-inc-fhd-freedos-siyah-7q7y5ea-p-752366887?boutiqueId=61&merchantId=467452,42.499 TL
,,,,,,,Nvidia GeForce RTX 4070,GDDR6X,,Harici,,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,512 GB,,Oyun,,,Yok,,,32 GB,,,512 GB,,,,,,,1000M,13. Nesil,Intel Core i5,10,Free Dos,,https://www.trendyol.com//dragos/drx4215-i5-13400f-32gb-ram-512gb-m-2-nvme-ssd-12gb-rtx4070-ekran-karti-masaustu-oyuncu-bilgis-p-750382359?boutiqueId=61&merchantId=107513,"43.615,90 TL"
16 GB,HDMI,,,Belirtilmemiş,Yok,13 inç,M1 7 Çekirdekli,Belirtilmemiş,Paylaşımlı,Dahili,Belirtilmemiş,,2 Yıl,Apple Türkiye Garantili,,,256 GB,,Q Türkçe,Ev - Okul,,,Yok,,,16 GB,Belirtilmemiş,Gri,256 GB,,,Belirtilmemiş,2560 x 1600,Retina,,Belirtilmemiş,Belirtilmemiş,Apple M1,8,Mac Os,,https://www.trendyol.com//apple/macbook-air-13-m1-16gb-256gb-ssd-uzay-grisi-dizustu-bilgisayar-p-661734426?boutiqueId=61&merchantId=309507,35.399 TL
32 GB,Wi-Fi,,Tek Ebat,2 kg ve Altı,,,AMD,DDR4,Paylaşımlı,Dahili,,,2 Yıl,Resmi Distribütör Garantili,,Var,,500 GB,,Oyun,,Üniversite,Yok,,500 W ve üstü,16 GB,DDR4,,256 GB,,,3.9,,,3.00 GHz üstü,5600G,5. Nesil,AMD Ryzen 5,6,Free Dos,,https://www.trendyol.com//zeiron/apu-x60-ryzen-5-5600g-16gb-256gb-m-2-ssd-500gb-hdd-radeon-grafik-apu-oyuncu-bilgisayari-p-302722749?boutiqueId=61&merchantId=127037&advertItems=eyJhZHZlcnRJZCI6Ijk1ZWRiM2JmLTVkOTQtNGRmMy05NWNmLTYwZTc3OWRjMDZiZSIsInNvcnRpbmdTY29yZSI6MC4wMzc2NjMzODE5OTM3NzA2LCJhZFNjb3JlIjowLjA0Mjc5OTI5NzcyMDE5Mzg2LCJhZFNjb3JlcyI6eyIxIjowLjA0Mjc5OTI5NzcyMDE5Mzg2LCIyIjowLjA0Mjc5OTI5NzcyMDE5Mzg2fSwiY3BjIjowLjg4MDAwMDAwMDAwMDAwMDEsIm1pbkNwYyI6MCwiZUNwYyI6MC44ODAwMDAwMDAwMDAwMDAxLCJhZHZlcnRTbG90IjoxOTEsIm9yZGVyIjoxOCwic2VhcmNoVGVybSI6ImJpbGdpc2F5YXIiLCJhdHRyaWJ1dGVzIjoiIn0=,10.584 TL
,Bluetooth,,,,,,AMD Radeon Pro 5300M,GDDR5,,,,,,Apple Türkiye Garantili,,,,8 GB,Q Türkçe,Ofis - İş,,,Yok,,,8 GB,,Gümüş,512 GB,,,,,,,Belirtilmemiş,,Intel Core i5,,Mac Os,,https://www.trendyol.com//apple/imac-i5-3-3ghz-8gb-512gb-ssd-radeon-pro-5300-macos-27-5k-retina-all-in-one-bilgisayar-p-47125043?boutiqueId=61&merchantId=161002,79.999 TL
,Bluetooth - HDMI,,,2 - 4 kg,Yok,"16,1 inç",Nvidia GeForce RTX 3050,GDDR6,6 GB,Dahili,144 Hz,,2 Yıl,HP Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmasız),Oyun,,,,IPS,,32 GB,DDR5,Siyah,1 TB,,,,1920 x 1080,Full HD (FHD),,13700H,13. Nesil,Intel Core i7,14,Free Dos,,https://www.trendyol.com//hp/victus-16-r0043nt-7p6c6ea-6gb-rtx3050-13-nesil-i7-13700h-32gb-ram-1tb-ssd-16-1-inc-fhd-144hz-p-733166702?boutiqueId=61&merchantId=118442,33.999 TL
16 GB,Bluetooth - USB,,,2 kg ve Altı,Var,13 inç,Intel Iris Graphics,Dahili,Paylaşımlı,Dahili,120 Hz,,2 Yıl,İthalatçı Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Ofis - İş,4.7,,,IPS,,16 GB,LPDDR5,Siyah,512 GB,,,3.5,2880 x 1800,QHD,,1255U,12. Nesil,Intel Core i7,10,Windows,6 Saat ve Üstü,https://www.trendyol.com//microsoft/surface-pro-9-qix-00025-intel-i7-1255u-13-touch-16gb-512gb-ssd-win11h-siyah-p-743404370?boutiqueId=61&merchantId=112804,76.796 TL
16 GB,HDMI,,,2 - 4 kg,,6 inç ve üstü,Nvıdıa GeForce GT 730,DDR3,4 GB,Harici,,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,512 GB,Yok,Oyun,,,Yok,,350W,16 GB,DDR3,,512 GB,,LGA 1155,3.2,1920 x 1080,,3.00 GHz üstü,4570,4. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//biggamex/cx07-i5-4570-16gb-ram-512gb-ssd-gt730-4gb-oyuncu-masaustu-bilgisayar-p-762574407?boutiqueId=61&merchantId=192618&advertItems=eyJhZHZlcnRJZCI6IjRkZTk5NTMxLTRkNmQtNDQ0Ni1hN2IwLTE5NTQyOWI5MTQ2OSIsInNvcnRpbmdTY29yZSI6MC4wMzc1MDM1NzY5MDg4MjY4MTYsImFkU2NvcmUiOjAuMDE5MjQyMjM0NTI4MDY0NzI4LCJhZFNjb3JlcyI6eyIxIjowLjAxOTI0MjIzNDUyODA2NDcyOCwiMiI6MC4wMTkyNDIyMzQ1MjgwNjQ3Mjh9LCJjcGMiOjEuOTQ5MDIzOTk5OTk5OTk5NCwibWluQ3BjIjowLCJlQ3BjIjoxLjk0ODk2ODYyMjQxMjc2ODcsImFkdmVydFNsb3QiOjE5Miwib3JkZXIiOjIyLCJzZWFyY2hUZXJtIjoiYmlsZ2lzYXlhciIsImF0dHJpYnV0ZXMiOiIifQ==,6.499 TL
64 GB,HDMI,,Tek Ebat,4 kg ve Üstü,,,Nvidia GeForce RTX 2060,GDDR6,6 GB,Harici,,,2 Yıl,Resmi Distribütör Garantili,,Var,,Yok,Yok,Oyun,,Üniversite,Yok,,500 W ve üstü,16 GB,DDR4,,512 GB,,,3.6,1920 x 1080,Full HD (FHD),3.00 GHz üstü,Ryzen 5 5500,5. Nesil,AMD Ryzen 5,12,Free Dos,,https://www.trendyol.com//izoly/samax-ryzen-5-5500-16gb-3200mhz-512gb-nvme-rtx2060-gddr6-argb-oyuncu-masaustu-bilgisayari-p-335061765?boutiqueId=61&merchantId=123676,"18.361,61 TL"
,Bluetooth,,,2 - 4 kg,Yok,"15,6 inç",Nvidia GeForce RTX 4060,GDDR6,8 GB,Harici,144 Hz,,2 Yıl,Casper Türkiye Garantili,,,HDD Yok,,Q Türkçe + Numerik (RGB Aydınlatmalı),Oyun,4.4,,,IPS,,16 GB,DDR4,Gri,500 GB,Gen 3,,,1920 x 1080,Full HD (FHD),,12450H,12. Nesil,Intel Core i5,8,Free Dos,,https://www.trendyol.com//casper/excalibur-g870-1245-bvb0x-b-intel-core-i5-12450h-16gb-ram-500-gb-nvme-ssd-gen4-8gb-rtx4060-freedos-p-672161051?boutiqueId=61&merchantId=114258,33.999 TL
16 GB,VGA,,Tek Ebat,2 - 4 kg,,"19"" / 48 Ekran",Nvidia GeForce GT 730,DDR3,4 GB,Harici,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,Var,,500 GB,RGB,Oyun,,Evde Eğitim,Yok,IPS,350 - 500 W,8 GB,DDR3,Siyah,120 GB,,,3.2,1366 x 768,HD Ready (HD),3.00 GHz üstü,İ5-3470,3. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//zeiron/vulcan-lite-x20-i5-3470-8gb-120gb-500gb-gt730-18-5-oyun-bilgisayari-p-52976526?boutiqueId=626264&merchantId=127037,7.799 TL
32 GB,HDMI,,Tek Ebat,2 - 4 kg,,,Nvidia GeForce GTX1050 Ti,GDDR5,4 GB,Harici,,,2 Yıl,Resmi Distribütör Garantili,,,,Yok,,Oyun,,Ortaokul,Yok,,500 W ve üstü,32 GB,DDR4,,512 GB,,,,1920 x 1080,Full HD (FHD),3.00 GHz üstü,10400F,10. Nesil,Intel Core i5,6,Free Dos,,https://www.trendyol.com//biggamex/i5-10400f-32gb-ddr4-ram-512gb-ssd-gtx1050ti-argb-oyuncu-bilgisayari-p-357791189?boutiqueId=61&merchantId=192618,14.899 TL
16 GB,HDMI,,,2 - 4 kg,,6 inç ve üstü,Nvıdıa GeForce GT 730,DDR3,4 GB,Harici,,,2 Yıl,Resmi Distribütör Garantili,,Var,HDD Yok,512 GB,Yok,Oyun,,,Yok,,350W,16 GB,DDR3,,512 GB,,LGA 1155,3.2,1920 x 1080,,3.00 GHz üstü,4570,4. Nesil,Intel Core i5,4,Free Dos,,https://www.trendyol.com//biggamex/cx07-i5-4570-16gb-ram-512gb-ssd-gt730-4gb-oyuncu-masaustu-bilgisayar-p-762574407?boutiqueId=61&merchantId=192618&advertItems=eyJhZHZlcnRJZCI6IjRkZTk5NTMxLTRkNmQtNDQ0Ni1hN2IwLTE5NTQyOWI5MTQ2OSIsInNvcnRpbmdTY29yZSI6MC4wMzc1MDM1NzY5MDg4MjY4MTYsImFkU2NvcmUiOjAuMDE5MjQyMjM0NTI4MDY0NzI4LCJhZFNjb3JlcyI6eyIxIjowLjAxOTI0MjIzNDUyODA2NDcyOCwiMiI6MC4wMTkyNDIyMzQ1MjgwNjQ3Mjh9LCJjcGMiOjEuOTQ5MDIzOTk5OTk5OTk5NCwibWluQ3BjIjowLCJlQ3BjIjoxLjk0ODk2ODYyMjQxMjc2ODcsImFkdmVydFNsb3QiOjE5Mywib3JkZXIiOjMsInNlYXJjaFRlcm0iOiJiaWxnaXNheWFyIiwiYXR0cmlidXRlcyI6IiJ9,6.499 TL
,Bluetooth,,,2 kg ve Altı,Yok,"13,6 inç",M2 8 Çekirdekli,Dahili,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Apple Türkiye Garantili,,,HDD Yok,,Q Türkçe (Aydınlatmalı),Tasarım,,,,IPS,,16 GB,LPDDR5,Gri,512 GB,,,,2560 x 1664,Retina,,Belirtilmemiş,2. Nesil,Apple M2,8,Mac Os,6 Saat ve Üstü,https://www.trendyol.com//apple/macbook-air-m2-8-cekirdek-cpu-8-cekirdek-gpu-16gb-512gb-13-6-uzay-grisi-p-363757980?boutiqueId=61&merchantId=104883,52.399 TL
,,,,2 kg ve Altı,Yok,14 inç,Intel UHD Graphics,Belirtilmemiş,Paylaşımlı,Dahili,60 Hz,,2 Yıl,Resmi Distribütör Garantili,,,HDD Yok,,Q Türkçe,Ofis - İş,4.2,,Yok,IPS,,8 GB,DDR4,Gri,512 GB,,,1.6,1920 x 1080,Full HD (FHD),,10210U,10. Nesil,Intel Core i5,4,Windows,6 Saat ve Üstü,https://www.trendyol.com//honor/magicbook-x14-i5-10210u-8gb-ram-512gb-ssd-14-fhd-windows-10-space-gray-p-232806068?boutiqueId=61&merchantId=725877,23.999 TL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.trendyol.com//monster/huma-h5-v4-1-intel-core-i5-1235u-16gb-ram-512gb-ssd-freedos-15-6-fhd-p-458191435?boutiqueId=61&merchantId=105286,19.249 TL
